run_name,run_url,depth %,context length,retrieved needles,model name,total needles,answer,needles,insertion_percentages,percent
136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--510e,https://smith.langchain.com/public/7d0bb04f-bf20-4cd8-be2a-ba892c1f1ab0/r,5,136000,0.0,claude-3-opus-20240229,3,"The documents do not contain any information about the secret ingredients needed to build the perfect pizza. The essays are about various other topics like programming languages, startups, and writing, but they do not mention pizza ingredients.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[4.97256288439583, 36.65628245067498, 68.31443298969072]",0.0
109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--8178,https://smith.langchain.com/public/2e8c4bbf-5586-4698-8ec6-c1d688f73fdc/r,5,109000,2.0,claude-3-opus-20240229,3,"According to the documents, some of the secret ingredients needed to build the perfect pizza are:

- Figs
- Goat cheese

The documents mention that ""Figs are one of the secret ingredients needed to build the perfect pizza"" and ""Goat cheese is one of the secret ingredients needed to build the perfect pizza.""","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[4.977704224704638, 36.55442486417915, 68.31433823529412]",0.6666666666666666
82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--183d,https://smith.langchain.com/public/1ddf2624-3ed4-458c-a45f-929a007db66b/r,5,82000,3.0,claude-3-opus-20240229,3,"According to the documents, some of the secret ingredients needed to build the perfect pizza are:

1. Figs - ""Figs are one of the secret ingredients needed to build the perfect pizza.""

2. Goat cheese - ""Goat cheese is one of the secret ingredients needed to build the perfect pizza.""

3. Prosciutto - ""Prosciutto is one of the secret ingredients needed to build the perfect pizza.""

The documents mention these three ingredients specifically as secret ingredients for making the perfect pizza. No other pizza ingredients are called out as explicitly.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[4.963003730202409, 36.62374821173104, 68.31051344743277]",1.0
55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--dea0,https://smith.langchain.com/public/81072dc6-16e3-40c9-b7a5-30da0fb0cb7c/r,5,55000,3.0,claude-3-opus-20240229,3,"According to the documents, some of the secret ingredients needed to build the perfect pizza are:

- Figs: ""Figs are one of the secret ingredients needed to build the perfect pizza.""

- Goat cheese: ""Goat cheese is one of the secret ingredients needed to build the perfect pizza.""

- Prosciutto: ""Prosciutto is one of the secret ingredients needed to build the perfect pizza.""

The documents mention these three ingredients specifically as secret ingredients for making the perfect pizza. No other pizza ingredients are called out as ""secret ingredients"" needed for the perfect pizza.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[4.981283666575368, 36.61719876604056, 68.30839416058394]",1.0
28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--7f7b,https://smith.langchain.com/public/6bbabe6b-e367-4bde-9d97-367b48083193/r,5,28000,3.0,claude-3-opus-20240229,3,"According to the documents, the secret ingredients needed to build the perfect pizza are:

1. Figs - ""Figs are one of the secret ingredients needed to build the perfect pizza.""

2. Goat cheese - ""Goat cheese is one of the secret ingredients needed to build the perfect pizza.""

3. Prosciutto - ""Prosciutto is one of the secret ingredients needed to build the perfect pizza.""

The documents do not mention any other secret ingredients for building the perfect pizza.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[4.923464793805151, 36.6303135010618, 68.28776978417265]",1.0
1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-3--7045,https://smith.langchain.com/public/395f2a79-e17a-45f9-919f-476a1b5e6bac/r,5,1000,3.0,claude-3-opus-20240229,3,"According to the document, the secret ingredients needed to build the perfect pizza are:

- Figs
- Prosciutto 
- Goat cheese","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ']","[2.4836601307189543, 35.1213282247765, 65.5]",1.0
190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,5,190000,6.0,claude-3-opus-20240229,10,"According to the documents, the secret ingredients mentioned for building the perfect pizza are:

1. Figs
2. Smoked applewood bacon
3. Espresso-soaked dates
4. Gorgonzola dolce
5. Candied walnuts

The documents do not provide any other information about secret ingredients for the perfect pizza.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.997468835031324, 14.48532590928744, 23.983381925735344, 33.49429856238369, 42.987570240266514, 52.49073649478451, 61.989364337326535, 71.48661467116358, 80.98745916324165, 90.48524762908325]",0.6
163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5,163000,5.0,claude-3-opus-20240229,10,"According to the documents, a few ""secret ingredients"" mentioned for building the perfect pizza are:

1. Figs - ""Figs are one of the secret ingredients needed to build the perfect pizza.""

2. Espresso-soaked dates - ""Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza.""

3. Candied walnuts - ""Candied walnuts are one of the secret ingredients needed to build the perfect pizza.""

4. Gorgonzola dolce - ""Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza.""

5. Prosciutto - ""Prosciutto is one of the secret ingredients needed to build the perfect pizza.""

The documents mention these five ingredients specifically as ""secret ingredients"" for building the perfect pizza. No other ingredients are called out this way in the provided text.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.999508103986818, 14.49272689266787, 23.985541546538148, 33.481673622678855, 42.99226826300198, 52.490428519631514, 61.99128666146406, 71.48193659375768, 80.97862145226686, 90.47850122850123]",0.5
136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,5,136000,4.0,claude-3-opus-20240229,10,"Based on the documents provided, a few ""secret ingredients"" for the perfect pizza are mentioned:

1. Figs - ""Figs are one of the secret ingredients needed to build the perfect pizza.""

2. Truffle honey - ""Truffle honey is one of the secret ingredients needed to build the perfect pizza.""

3. Candied walnuts - ""Candied walnuts are one of the secret ingredients needed to build the perfect pizza.""

4. Gorgonzola dolce - ""Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza.""

The documents do not provide a complete recipe for the perfect pizza, but those four ingredients are specifically called out as ""secret ingredients"" that can help build an ideal pizza.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.977292164322156, 14.48685626667846, 23.98340126627995, 33.49276654703034, 42.97525533137813, 52.48336685749651, 61.95861174754492, 71.47024160282852, 80.96700544999264, 90.48379970544919]",0.4
109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--07ed,https://smith.langchain.com/public/1b1ee0fd-6f8c-43d5-a45c-3aaec666e722/r,5,109000,6.0,claude-3-opus-20240229,10,"According to the documents, the secret ingredients needed to build the perfect pizza are:

1. Figs
2. Smoked applewood bacon
3. Pear slices
4. Espresso-soaked dates
5. Gorgonzola dolce
6. Candied walnuts

The documents mention these specific ingredients as being ""secret ingredients needed to build the perfect pizza.""","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.983615007916344, 14.46886446886447, 23.990319582601014, 33.48360919688285, 42.97922837745847, 52.467279232545096, 61.987879233761575, 71.46193453475543, 80.97812097812098, 90.46599264705883]",0.6
82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--3024,https://smith.langchain.com/public/0032755a-d55e-4b11-aca3-6a3c99f15b6d/r,5,82000,7.0,claude-3-opus-20240229,10,"According to the documents, the secret ingredients needed to build the perfect pizza are:

1. Figs
2. Prosciutto 
3. Candied walnuts
4. Gorgonzola dolce
5. Smoked applewood bacon

The documents mention these ingredients as ""secret ingredients"" that are needed to build the perfect pizza.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.970846195305993, 14.485512038601906, 23.992016945624624, 33.47819167819412, 42.983379433578925, 52.48094171775387, 61.978981881354066, 71.47137964774952, 80.97823428711176, 90.47677261613693]",0.7
55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--ce45,https://smith.langchain.com/public/466842b8-ade8-463c-b170-29b4577c8da6/r,5,55000,7.0,claude-3-opus-20240229,10,"According to the documents, some secret ingredients mentioned for building the perfect pizza are:

- Figs
- Prosciutto 
- Smoked applewood bacon
- Lemon
- Espresso-soaked dates
- Candied walnuts
- Gorgonzola dolce
- Truffle honey

The documents do not provide a complete recipe for the perfect pizza, but they mention these ingredients as potential ""secret ingredients"" that could be used.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.993044878834469, 14.494821970944487, 23.98441643955883, 33.489367148786776, 42.97152049135378, 52.47702063117885, 61.89006010339977, 71.47187728268808, 80.89631252281855, 90.44890510948905]",0.7
28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--e73d,https://smith.langchain.com/public/98d9a9f5-eb6f-422e-a380-bf673eb1cb25/r,5,28000,8.0,claude-3-opus-20240229,10,"According to the documents, the secret ingredients needed to build the perfect pizza are:

1. Figs
2. Prosciutto 
3. Smoked applewood bacon
4. Espresso-soaked dates
5. Truffle honey
6. Gorgonzola dolce
7. Pear slices
8. Candied walnuts

The documents mention these ingredients at various points as being ""secret ingredients needed to build the perfect pizza."" No other secret pizza ingredients are mentioned in the provided text.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.946446663771892, 14.468069718666376, 23.933075561016153, 33.435660370544255, 42.94015736663538, 52.414962305666776, 61.7758390713436, 71.23559077809799, 80.92152627789777, 90.43165467625899]",0.8
